"query.text","query.parsed.housenumber","query.parsed.street","query.parsed.postcode","query.parsed.city","query.parsed.state","query.parsed.expected_type","datasource.sourcename","datasource.attribution","datasource.license","datasource.url","country","country_code","state","county","city","hamlet","postcode","street","housenumber","lon","lat","state_code","district","result_type","formatted","address_line1","address_line2","category","timezone.name","timezone.offset_STD","timezone.offset_STD_seconds","timezone.offset_DST","timezone.offset_DST_seconds","timezone.abbreviation_STD","timezone.abbreviation_DST","plus_code","plus_code_short","rank.importance","rank.popularity","rank.confidence","rank.confidence_city_level","rank.confidence_street_level","rank.match_type","place_id","distance","name","suburb","municipality","village","query.parsed.unit","ref","query.parsed.country","quarter","query.parsed.county"
"2019 W Stadium BLVD, Ann Arbor, MI 48103","2019","w stadium blvd","48103","ann arbor","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Washtenaw County","Ann Arbor","","48103","West Stadium Boulevard","2019","-83.773754","42.270111","MI","Dicken","building","2019 West Stadium Boulevard, Ann Arbor, MI 48103, United States of America","2019 West Stadium Boulevard","Ann Arbor, MI 48103, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR76CG+2F","76CG+2F Ann Arbor, Washtenaw County, United States","-0.8399999999999999","3.4404581113022137","1","1","1","full_match","518c497f2f85f154c0591aa54bff92224540f00102f9017096581a00000000c00203","","","","","","","","","",""
"2741 28th ST, Grand Rapids, MI 49546","2741","28th st","49546","grand rapids","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Kent County","Grand Rapids","","49546","28th Street SE","2741","-85.598147","42.913288","MI","Grand Rapids","building","2741 28th Street SE, Grand Rapids, MI 49546, United States of America","2741 28th Street SE","Grand Rapids, MI 49546, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JPWC72+8P","WC72+8P, 49546 Grand Rapids, United States","","2.420959364239126","0.7","1","0.7","full_match","51d5cc5a0a486655c05925ea059fe6744540c00203e203466f70656e6164647265737365733a616464726573733a75732f6d692f6b656e742d6164647265737365732d636f756e74792e6373763a31323032373837356434383337346635","","","","","","","","","",""
"1336 Scribner AVE, Grand Rapids, MI 49504","1336","scribner ave","49504","grand rapids","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kent County","Grand Rapids","","49504","Scribner Avenue Northwest","1336","-85.67634386675917","42.987321208628046","MI","","building","1336 Scribner Avenue Northwest, Grand Rapids, MI 49504, United States of America","1336 Scribner Avenue Northwest","Grand Rapids, MI 49504, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JPX8PF+WF","X8PF+WF, 49504 Grand Rapids, United States","-0.73","3.0540789056774655","0.7","1","0.7","full_match","512c25c937496b55c05932da968a607e4540f00102f901bd988d0800000000c00203","","","","","","","","","",""
"1415 E. Michigan AVE, East Lansing, MI 48823","1415","e. michigan ave","48823","east lansing","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Ingham County","Lansing","","48912","East Michigan Avenue","1415","-84.530438","42.733687","MI","Fairview","building","1415 East Michigan Avenue, Lansing, MI 48912, United States of America","1415 East Michigan Avenue","Lansing, MI 48912, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JQPFM9+FR","PFM9+FR, 48912 Lansing, United States","-0.74","3.023995926734511","0.9","0.9","0.9","full_match","5190a339b2f22155c0590c40a374e95d4540f00102f9018cc50f0100000000c00203","","","","Lansing Charter Township","","","","","",""
"503 Century Ave SW, Grand Rapids, MI 49503","503","century ave sw","49503","grand rapids","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kent County","Grand Rapids","","49503","Century Avenue Southwest","503","-85.67282348746927","42.954029730863795","MI","","building","503 Century Avenue Southwest, Grand Rapids, MI 49503, United States of America","503 Century Avenue Southwest","Grand Rapids, MI 49503, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JPX83G+JV","3G+JV, 49503 Grand Rapids, United States","-0.8399999999999999","3.1979395846989855","1","1","1","full_match","5151aa3e8a0f6b55c05960bc6ea51d7a4540f00102f9011050fb3f00000000c00203","","","","","","","","","",""
"135 S Washington ST, Constantine, MI 49042","135","s washington st","49042","constantine","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Saint Joseph County","Constantine","","49042","South Washington Street","135","-85.66869036734694","41.841779510204084","MI","","building","135 South Washington Street, Constantine, MI 49042, United States of America","135 South Washington Street","Constantine, MI 49042, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HPR8RJ+PG","+PG Constantine, Saint Joseph County, United States","-0.74","1.757613001071109","1","1","1","full_match","51f1b9aed2cb6a55c0597d62556ebfeb4440f00102f901981f120100000000c00203","","","","Constantine Township","","","","","",""
"74 Arthur ST, Manistee, MI 49660","74","arthur st","49660","manistee","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Manistee County","Manistee","","49660","Arthur Street","74","-86.3181276570371","44.25673170250301","MI","","building","74 Arthur Street, Manistee, MI 49660, United States of America","74 Arthur Street","Manistee, MI 49660, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PM7M4J+MP","4J+MP Manistee, Manistee County, United States","-0.8399999999999999","1.195549962423029","1","1","1","full_match","515bbb1a345c9455c059650c9d95dc204640f00102f9015ada100100000000c00203","","","","","","","","","",""
"303 E McNeil ST, Corunna, MI 48817","303","e mcneil st","48817","corunna","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Shiawassee County","Corunna","","48817","East McNeil Street","303","-84.11499397959184","42.97694702040817","MI","","building","303 East McNeil Street, Corunna, MI 48817, United States of America","303 East McNeil Street","Corunna, MI 48817, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JQXVGP+Q2","GP+Q2 Corunna, Shiawassee County, United States","-0.74","1.8513646827003865","1","1","1","full_match","515e65b50f5c0755c059f34997990c7d4540f00102f901f343120100000000c00203","","","","Caledonia Charter Township","","","","","",""
"901 East State ST, Cassopolis, MI 49031","901","east state st","49031","cassopolis","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Cass County","Cassopolis","","49031","East State Street","901","-86.0015922027405","41.911628092324335","MI","","building","901 East State Street, Cassopolis, MI 49031, United States of America","901 East State Street","Cassopolis, MI 49031, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HMWX6X+M9","6X+M9 Cassopolis, Cass County, United States","-0.74","1.8183475768758355","1","1","1","full_match","51bdac2e161a8055c059ee52b53ab0f44440f00102f90102c00e0100000000c00203","","","","LaGrange Township","","","","","",""
"403 S Main St, Crystal, MI 48818","403","s main st","48818","crystal","mi","building","mixed","","","","United States","us","Michigan","Montcalm County","Crystal","","48818","South Main Street","403","-84.9149414","43.2604212","MI","Crystal Township","building","403 South Main Street, Crystal, MI 48818, United States of America","403 South Main Street","Crystal, MI 48818, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MQ736P+52","","","1.3914248952318347","1","1","1","full_match","516ab05f668e3a55c059b1975c7b55a14540c00203e2031f6d697865643a616464726573733a706f6c796c696e653a3238393438373433","","","","","","","","","",""
"520 S. 3rd AVE, Big Rapids, MI 49307","520","s. 3rd ave","49307","big rapids","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Mecosta County","Big Rapids","","49307","South 3rd Avenue","520","-85.4698621365604","43.69651176394909","MI","","building","520 South 3rd Avenue, Big Rapids, MI 49307, United States of America","520 South 3rd Avenue","Big Rapids, MI 49307, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MPMGWJ+J3","WJ+J3 Big Rapids, Mecosta County, United States","-0.74","1.3324000090365702","1","1","1","full_match","51f589a338125e55c05966b8274c27d94540f00102f90163ec100100000000c00203","","","","","","","","","",""
"530 Main ST, Battle Creek, MI 49014","530","main st","49014","battle creek","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Calhoun County","Battle Creek","Sunrise Heights","49014","Main Street","530","-85.16953293333333","42.30198016666667","MI","","building","530 Main Street, Battle Creek, MI 49014, United States of America","530 Main Street","Battle Creek, MI 49014, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP8R2J+Q5","8R2J+Q5, 49014 Battle Creek, United States","-0.8399999999999999","1.9195710354846094","1","1","1","full_match","51be10a9a0d94a55c059deef3d49a7264540f00102f901e23b880a00000000c00203","","","","Emmett Charter Township","","","","","",""
"200 E Main ST, Benton Harbor, MI 49022","200","e main st","49022","benton harbor","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Berrien County","Benton Harbor","","49022","East Main Street","200","-86.453943","42.116253","MI","","building","200 East Main Street, Benton Harbor, MI 49022, United States of America","200 East Main Street","Benton Harbor, MI 49022, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JM4G8W+GC","+GC Benton Harbor, Berrien County, United States","-0.74","1.9159129735165443","1","1","1","full_match","51e1cff0660d9d55c059ec87d860e10e4540f00102f90118e60e0100000000c00203","","","","","","","","","",""
"1770 E. Columbia AVE, Suite B, Battle Creek, MI 49014","1770","e. columbia ave","49014","battle creek","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Calhoun County","Battle Creek","","49014","East Columbia Avenue","1770","-85.15387146938775","42.30647116326531","MI","","building","1770 East Columbia Avenue, Battle Creek, MI 49014, United States of America","1770 East Columbia Avenue","Battle Creek, MI 49014, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP8R4W+HF","8R4W+HF, 49014 Battle Creek, United States","-0.74","1.8723260286262726","1","1","1","full_match","51b433b807d94955c0591fb273723a274540f00102f9012abe0e0100000000c00203","","","","Emmett Charter Township","","suite b","","","",""
"24517 John R RD, Hazel Park, MI 48030","24517","john rd","48030","hazel park","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Oakland County","Hazel Park","","48030","John R Road","24517","-83.104779","42.472772","MI","Hazel Park","building","24517 John R Road, Hazel Park, MI 48030, United States of America","24517 John R Road","Hazel Park, MI 48030, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRFVFW+43","FW+43 Hazel Park, Oakland County, United States","","5.01325002804064","1","1","1","full_match","51af93fab2b4c654c059753bfbca833c4540c00203e203496f70656e6164647265737365733a616464726573733a75732f6d692f6f616b6c616e642d6164647265737365732d636f756e74792e6373763a39386433623066356366353135336339","","","","","","","","","",""
"6200 N Dort HWY, Flint, MI 48505","6200","n dort hwy","48505","flint","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Genesee County","Flint","","48505","North Dort Highway","6200","-83.672559","43.068897","MI","Flint","building","6200 North Dort Highway, Flint, MI 48505, United States of America","6200 North Dort Highway","Flint, MI 48505, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MR389G+HX","389G+HX Flint, Genesee County, United States","","1.6980151331300286","1","1","1","full_match","515a68e7340beb54c05971e5ec9dd1884540c00203e2034d6f70656e6164647265737365733a616464726573733a75732f6d692f636974795f6f665f666c696e742d6164647265737365732d636974792e6373763a36653066653266353563363336646334","","","","","","","","","",""
"6240 E 8 Mile RD, Detroit, MI 48234","6240","e 8 mile rd","48234","detroit","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Detroit","","48234","East 8 Mile Road","6240","-83.040019","42.447782","MI","","building","6240 East 8 Mile Road, Detroit, MI 48234, United States of America","6240 East 8 Mile Road","Detroit, MI 48234, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRCXX5+4X","CXX5+4X Detroit, Wayne County, United States","-0.6399999999999999","3.9515738352653216","1","1","1","full_match","51fe0ddaab8fc254c05965deaaeb50394540f00102f901c552f61d00000000c00203","","","","","","","","","",""
